Rating,Date,Content
Rating: 0,"Posted on March  6, 2022 by J L","The units are big-sized and the undulating grounds (which you can hardly find in condos today) cover a wide area. Self-contained with a pet-friendly cafe, shops, tuition centres..."
Rating: 4.3,"Posted on March  6, 2022 by Ashoo Agarwal",Love this condo
Rating: 0,"Posted on March  4, 2022 by  ",Super convenient as my unit is only 3 minutes walk to Farrer Park MRT station (3 stops to Dhoby). Tranquil and great chill place.
Rating: 4.2,"Posted on March  4, 2022 by Yvonne Yang Suet Wan",Excellent location with a lot of amenities.
Rating: 3.5,"Posted on March  3, 2022 by Celeste Loh 羅婉之",Love the potential of this project. Small with 45 units that is a prestige in itself. Privacy and space are superb. Bigger apartments are in demand due to work from home...
Rating: 4.7,"Posted on March  3, 2022 by deniel Singh","good for capital gain, design & build for bigger family"
Rating: 4.7,"Posted on March  3, 2022 by deniel Singh",this condo development has high potential growth.
Rating: 1.2,"Posted on March  3, 2022 by Mrs Ling","Stayed here with my fiance for a short while and moved to another condo after marriage, never looked back! The only good thing about this condo is its proximity to city center...."
Rating: 0.5,"Posted on March  2, 2022 by Daniel Lee","Very small units and made even worse with over sized balcony. The bedrooms are so small that after putting a bed there is barely space to walk. During my stay there, the kids..."
Rating: 2.3,"Posted on March  2, 2022 by snowirre z","The management/security guard is just horrible, watch out if you are thinking of renting this place, will give you much headache during the moving process.(Eg charging you $500..."
Rating: 4.7,"Posted on March  2, 2022 by Victor Zeng","The condo has a mall comes with FairPrice Supermarket, RedHill Noodles, Ya Kun Coffee, Proofer, Stuffed, Pontian Noodles, Mr Bean, Watson, Guardian, Bengawan Solo, Ba Ku Tek,..."
Rating: 3.7,"Posted on March  1, 2022 by Nancy G","Good location and quiet place, accessible to everywhere."
Rating: 5,"Posted on March  1, 2022 by quan quan","Nice condo with adult and baby pool, aqua gym, jacuzzi, club suite, playground, fitness corner, bbq pits, minimart, gym, putting green, pavillions"
Rating: 4.8,"Posted on March  1, 2022 by Ida Ho",The best condo in the East Coast area.  The new MRT is just at the doorstep.  Seaview facing in all blocks.  Spacious and good layout with full facilities.  High-end and...
Rating: 1,"Posted on March  1, 2022 by CZ Foo",Better off looking elsewhere. Run down facilities
Rating: 0,"Posted on March  1, 2022 by CZ Foo",Better off looking at the Nexus next door. Too congested.
Rating: 4.8,"Posted on February 28, 2022 by Susanna Ho",A peaceful and tranquil environment  that is close to nature.
Rating: 5,"Posted on February 28, 2022 by KM Goh","Centralised in kovan area , accessible to mrt, eateries and shopping . Getting to the Roof top , u will have a bird’s eye view of while if kovan area ."
Rating: 5,"Posted on February 27, 2022 by Tony Tan","There are projects that are beautiful, this is as good as it gets. The majestic land size it occupies allows full facilities. The gardens within are beautifully manicured and..."
Rating: 3.2,"Posted on February 27, 2022 by Tony Tan","MODA is a boutique project during the era of the &quot;bay windows&quot;. Rooms are relatively small, and very practical. The developers recognized this by building more units..."
Rating: 4.8,"Posted on February 27, 2022 by Eric Simon",Close to the river and all the restaurants in a quiet location
Rating: 4.5,"Posted on February 25, 2022 by Kelly Liew","Very beautiful facilities for a small development. Large pool, beautiful view from sky gym and roof top BBQ pits."
Rating: 5,"Posted on February 24, 2022 by Janicee Lim","With $1000 psf is one of the best investment, in Prime district.  5mins walk to MRT, and name as King of Schools.  Plot ratio of 1.4, with potential master plan changes to..."
Rating: 5,"Posted on February 24, 2022 by Haileyworld","Transport is in fact good if you do some research instead of just relying on MRT, 973 takes you to hillview MRT within 3 stops, 190 takes you to Steven MRT directly within 15..."
Rating: 5,"Posted on February 24, 2022 by Haileyworld","Most of units are 3-4 bedroom units, few are 2 bedroom units, no 1-bedroom, so this is perfect for families! BUS 973 will take you to Hillview MRT with 3-4 stops. Bus 190 takes..."
Rating: 4.7,"Posted on February 24, 2022 by Lai Kuan Ng",Convenient and strategically situated above the terminal station of downtown line (MRT)
Rating: 2.8,"Posted on February 24, 2022 by William Yap","When we first moved in, quite disappointed on the condo layout, poorly constructed. Guest cant access the main lobby pool area direct but have to go through weird stairs or..."
Rating: 3.3,"Posted on February 24, 2022 by  ","The layout is good no huge balcony.
not really possible to find another similar layout/size at this price at D12.
Super convenient with the nearby amenities
lots of buses to..."
Rating: 5,"Posted on February 22, 2022 by Aaron Yeunh","Modern, industrial and high-end. Great vibe. Fantastic concierge and well maintained. Could not ask for more."
Rating: 5,"Posted on February 21, 2022 by suman masciarelli",Three 11 is the most peaceful and beautiful condo with tranquil facilities. Its like living in a Balinese villa. The apartments are private. Pool is pristine. Location is so...
Rating: 5,"Posted on February 21, 2022 by  ","The location of Thomson Garden estate is superb. It is within 1km of both Catholic High and AiTong primary, with the two top primary schools nearby. It is also nearby the top JC..."
Rating: 5,"Posted on February 21, 2022 by Amanda Lee","It’s a nice development, clean and well-maintained. Neighbours are really friendly and helpful."
Rating: 0.7,"Posted on February 20, 2022 by Daniel Lee","zero facilities, old and overpriced. basically paying conservancy fees for a fenced up old HDB. the price is 3 times more expensive than the HDB opposite."
Rating: 1,"Posted on February 20, 2022 by Daniel Lee","relatively new development but the building is very poorly maintained. mouldy walls, patchy paint peeling, leaking pipes in carpark. noisy units facing the road, dusty yet not..."
Rating: 4.7,"Posted on February 20, 2022 by Daniel Lee","Under valued hidden gem with great accessibility to amenities like top primary school Rulang Primary, 2 wet markets within walking distance, lotsa good food. Transportation..."
Rating: 1.3,"Posted on February 20, 2022 by Zachary Sim","Frequent lift break down , algae and ants problem."
Rating: 3.7,"Posted on February 19, 2022 by MARK ONG","Condo is clean , and garden are well attended to weekly . Gym is well-equipped although its still close due to Covid. Friendly neighbours and supportive security is impt ."
Rating: 4.3,"Posted on February 19, 2022 by Truwin",Experience resort life in upper bukit timah close to rail mall and nature parks. Units are well designed and provides a quiet and amazing place for families and children
Rating: 3.7,"Posted on February 19, 2022 by Olivier De Man",This is a great spacious condo. The interior needs a bit of a redesign but that's expect of most condos. The facilaties are great. The managemt office is bad (Savills)...
Rating: 0,"Posted on February 19, 2022 by James Low","Hope this turns out to be a good investment choice. Low supply of 1 bed units, and connected directly to MRT with decent amenities nearby especially the Cold Storage! Looking..."
Rating: 2.2,"Posted on February 17, 2022 by J L","Nicely-shaped pool and clubhouse, but it's quite a long and unsheltered walk from the main road (and hence the nearest bus stop). There are no MRT stations coming up in the..."
Rating: 1.7,"Posted on February 17, 2022 by J L","Liveable space is quite small for penthouse units, unless the second floor is sheltered and converted into additional rooms. Limited facilities and quite a walk to the nearest..."
Rating: 3.7,"Posted on February 17, 2022 by adrian lim","don't under estimate the small development size, spoke to residence and have a warm cosy neighbours, wonderful nich restaurants and bakery just below, well managed condo, super..."
Rating: 2,"Posted on February 16, 2022 by Jf Las",Pros of this condo: it has a good location.
Rating: 5,"Posted on February 16, 2022 by shijie chua","its located in a location ihat is very convenient. Surrounded by private estate, its a quiet and friendly neighborhood."
Rating: 3,"Posted on February 13, 2022 by Amanda Lee","The location is great, a quiet oasis and space layout is fantastic. A hidden gem!"
Rating: 4.3,"Posted on February 13, 2022 by  ","Lived in this condo for a couple years. Firstly, this condo has undergone a facelift not too long ago and so it doesn’t look like the photos here. It’s got a black and white..."
Rating: 5,"Posted on February 13, 2022 by Keith Tan","This project checks all the right boxes for me by as it will have a fully functional self sustaining eco-system. It is within walking distance to Maris Stella ,  24 hr NTUC to..."
Rating: 3,"Posted on February 13, 2022 by J L","It is at the doorstep of the nature reserve, and those who live near the side gate have a bus stop immediately outside. Just one stop to Beauty World MRT, convenient and with..."
Rating: 1,"Posted on February 12, 2022 by Sebastian Voss","The location is really great - lot's of greenery, close to Bukit Batok Park and Bukit Timah Reservoir, Green Corridor just next door. However, a massive condo coming up next..."
Rating: 5,"Posted on February 10, 2022 by Curry Chap",An excellent choice to purchase for either own stay or invest. Don't miss it! Now it is a great opportunity to enter when government introduced cooling measure in December 2021....
