,Name,Rating,Date,Content,score,sentiment
678,The Palette,5.0,"Posted on March 10, 2022 by Gareth Chua",Strong committee with passion to serve and helps to bring the community together which is evident during the pandemic period.,0.836,Positive
679,Three 11,5.0,"Posted on March  9, 2022 by  ",Home is where the heart is. Aurum land has created a beautiful sanctuary for home owners. I love the convenience of the location and the vibe at the condo. Everyone is friendly...,0.9552,Positive
680,The Teneriffe,1.2,"Posted on March  9, 2022 by Tiger","No management whatsoever, junk everywhere, kids running without attendance, like a salvation camp, security all standing there chatting not doing their job .... overall poor",-0.6136,Negative
681,The Rainforest,5.0,"Posted on March  8, 2022 by Jean1982 JEAN",Super cool with good amenties around. Cery accessible to transport and food,0.8442,Positive
682,Bukit Regency,2.5,"Posted on March  8, 2022 by J L","It has a petrol station and bus stop right next door. The grounds are very spacious, although the development itself is a bit old. It's situated on a hill, so there is less risk...",-0.204,Negative
683,Aspen Heights,5.0,"Posted on March  8, 2022 by Gaming is fun",There are many facilities including a sauna. It has a big and spacious home,0.0,Neutral
684,The Trevose,4.7,"Posted on March  7, 2022 by Eva Bradley",Great for families. Units facing main road have advantage of being very close to MRT and bus stops. Less to walk. Very convenient sold my car after living here. Squarish layout...,0.6705,Positive
685,The Trevose,4.7,"Posted on March  7, 2022 by Eva Bradley",Great for families,0.6249,Positive
686,The Luxurie,5.0,"Posted on March  6, 2022 by  ","Every amenity at your door step, Compassone shopping mall, food courts, fast food, schools, pre-schools, banking, MRT, bus interchange, wet market, polyclinic the list goes on...",0.0,Neutral
687,Principal Garden,5.0,"Posted on March  6, 2022 by Hoonsik Jung",Best condo with 5 star facility and landscaping,0.6369,Positive
688,Ecoville,5.0,"Posted on March  6, 2022 by Chow Ho","Great food nearby within 5 minutes walk to Whampoa market,  zhongshan Park ntuc finest, balestier market and novena Square.  Novena MRT just  5 minutes away.   Walk or drive...",0.6249,Positive
689,Pandan Valley,0.0,"Posted on March  6, 2022 by J L","The units are big-sized and the undulating grounds (which you can hardly find in condos today) cover a wide area. Self-contained with a pet-friendly cafe, shops, tuition centres...",0.0,Neutral
690,Guilin View,4.3,"Posted on March  6, 2022 by Ashoo Agarwal",Love this condo,0.6369,Positive
691,City Loft,0.0,"Posted on March  4, 2022 by  ",Super convenient as my unit is only 3 minutes walk to Farrer Park MRT station (3 stops to Dhoby). Tranquil and great chill place.,0.8225,Positive
692,612B Punggol Drive,4.2,"Posted on March  4, 2022 by Yvonne Yang Suet Wan",Excellent location with a lot of amenities.,0.5719,Positive
693,The View @ Meyer,3.5,"Posted on March  3, 2022 by Celeste Loh 羅婉之",Love the potential of this project. Small with 45 units that is a prestige in itself. Privacy and space are superb. Bigger apartments are in demand due to work from home...,0.8316,Positive
694,Bellewoods,4.7,"Posted on March  3, 2022 by deniel Singh","good for capital gain, design & build for bigger family",0.743,Positive
695,Bellewoods,4.7,"Posted on March  3, 2022 by deniel Singh",this condo development has high potential growth.,0.3818,Positive
696,Eight Riversuites,1.2,"Posted on March  3, 2022 by Mrs Ling","Stayed here with my fiance for a short while and moved to another condo after marriage, never looked back! The only good thing about this condo is its proximity to city center....",0.4926,Positive
697,Parc Riviera,0.5,"Posted on March  2, 2022 by Daniel Lee","Very small units and made even worse with over sized balcony. The bedrooms are so small that after putting a bed there is barely space to walk. During my stay there, the kids...",-0.4767,Negative
698,City Square Residences,2.3,"Posted on March  2, 2022 by snowirre z","The management/security guard is just horrible, watch out if you are thinking of renting this place, will give you much headache during the moving process.(Eg charging you $500...",-0.5423,Negative
699,Sun Plaza,4.7,"Posted on March  2, 2022 by Victor Zeng","The condo has a mall comes with FairPrice Supermarket, RedHill Noodles, Ya Kun Coffee, Proofer, Stuffed, Pontian Noodles, Mr Bean, Watson, Guardian, Bengawan Solo, Ba Ku Tek,...",0.0,Neutral
700,The Lincoln Residences,3.7,"Posted on March  1, 2022 by Nancy G","Good location and quiet place, accessible to everywhere.",0.4404,Positive
701,Trilive,5.0,"Posted on March  1, 2022 by quan quan","Nice condo with adult and baby pool, aqua gym, jacuzzi, club suite, playground, fitness corner, bbq pits, minimart, gym, putting green, pavillions",0.5994,Positive
702,AALTO,4.8,"Posted on March  1, 2022 by Ida Ho",The best condo in the East Coast area.  The new MRT is just at the doorstep.  Seaview facing in all blocks.  Spacious and good layout with full facilities.  High-end and...,0.7351,Positive
703,Floridian,1.0,"Posted on March  1, 2022 by CZ Foo",Better off looking elsewhere. Run down facilities,0.4404,Positive
704,Floridian,0.0,"Posted on March  1, 2022 by CZ Foo",Better off looking at the Nexus next door. Too congested.,0.4404,Positive
705,Adana @ Thomson,4.8,"Posted on February 28, 2022 by Susanna Ho",A peaceful and tranquil environment  that is close to nature.,0.5267,Positive
706,Stars of Kovan,5.0,"Posted on February 28, 2022 by KM Goh","Centralised in kovan area , accessible to mrt, eateries and shopping . Getting to the Roof top , u will have a bird’s eye view of while if kovan area .",0.2023,Positive
707,Orchard Scotts,5.0,"Posted on February 27, 2022 by Tony Tan","There are projects that are beautiful, this is as good as it gets. The majestic land size it occupies allows full facilities. The gardens within are beautifully manicured and...",0.8885,Positive
708,Moda,3.2,"Posted on February 27, 2022 by Tony Tan","MODA is a boutique project during the era of the &quot;bay windows&quot;. Rooms are relatively small, and very practical. The developers recognized this by building more units...",0.0,Neutral
709,The Wharf Residence,4.8,"Posted on February 27, 2022 by Eric Simon",Close to the river and all the restaurants in a quiet location,0.0,Neutral
710,The Amore,4.5,"Posted on February 25, 2022 by Kelly Liew","Very beautiful facilities for a small development. Large pool, beautiful view from sky gym and roof top BBQ pits.",0.8718,Positive
711,Hillcrest Villa,5.0,"Posted on February 24, 2022 by Janicee Lim","With $1000 psf is one of the best investment, in Prime district.  5mins walk to MRT, and name as King of Schools.  Plot ratio of 1.4, with potential master plan changes to...",0.6369,Positive
712,Tree House,5.0,"Posted on February 24, 2022 by Haileyworld","Transport is in fact good if you do some research instead of just relying on MRT, 973 takes you to hillview MRT within 3 stops, 190 takes you to Steven MRT directly within 15...",0.3182,Positive
713,Tree House,5.0,"Posted on February 24, 2022 by Haileyworld","Most of units are 3-4 bedroom units, few are 2 bedroom units, no 1-bedroom, so this is perfect for families! BUS 973 will take you to Hillview MRT with 3-4 stops. Bus 190 takes...",0.3518,Positive
714,Hillion Residences,4.7,"Posted on February 24, 2022 by Lai Kuan Ng",Convenient and strategically situated above the terminal station of downtown line (MRT),0.0,Neutral
715,Signature At Yishun,2.8,"Posted on February 24, 2022 by William Yap","When we first moved in, quite disappointed on the condo layout, poorly constructed. Guest cant access the main lobby pool area direct but have to go through weird stairs or...",-0.4933,Negative
716,Calarasi,3.3,"Posted on February 24, 2022 by  ","The layout is good no huge balcony.
not really possible to find another similar layout/size at this price at D12.
Super convenient with the nearby amenities
lots of buses to...",0.7039,Positive
717,Martin No 38,5.0,"Posted on February 22, 2022 by Aaron Yeunh","Modern, industrial and high-end. Great vibe. Fantastic concierge and well maintained. Could not ask for more.",0.8689,Positive
718,Three 11,5.0,"Posted on February 21, 2022 by suman masciarelli",Three 11 is the most peaceful and beautiful condo with tranquil facilities. Its like living in a Balinese villa. The apartments are private. Pool is pristine. Location is so...,0.8849,Positive
719,Thomson Garden Estate,5.0,"Posted on February 21, 2022 by  ","The location of Thomson Garden estate is superb. It is within 1km of both Catholic High and AiTong primary, with the two top primary schools nearby. It is also nearby the top JC...",0.7717,Positive
720,Mera Springs,5.0,"Posted on February 21, 2022 by Amanda Lee","It’s a nice development, clean and well-maintained. Neighbours are really friendly and helpful.",0.9013,Positive
721,Ivory Heights,0.7,"Posted on February 20, 2022 by Daniel Lee","zero facilities, old and overpriced. basically paying conservancy fees for a fenced up old HDB. the price is 3 times more expensive than the HDB opposite.",0.0,Neutral
722,Alexis,1.0,"Posted on February 20, 2022 by Daniel Lee","relatively new development but the building is very poorly maintained. mouldy walls, patchy paint peeling, leaking pipes in carpark. noisy units facing the road, dusty yet not...",-0.2617,Negative
723,Parc Vista,4.7,"Posted on February 20, 2022 by Daniel Lee","Under valued hidden gem with great accessibility to amenities like top primary school Rulang Primary, 2 wet markets within walking distance, lotsa good food. Transportation...",0.9217,Positive
724,YewTee Residences,1.3,"Posted on February 20, 2022 by Zachary Sim","Frequent lift break down , algae and ants problem.",-0.4019,Negative
725,Forestville,3.7,"Posted on February 19, 2022 by MARK ONG","Condo is clean , and garden are well attended to weekly . Gym is well-equipped although its still close due to Covid. Friendly neighbours and supportive security is impt .",0.891,Positive
726,Hillington Green,4.3,"Posted on February 19, 2022 by Truwin",Experience resort life in upper bukit timah close to rail mall and nature parks. Units are well designed and provides a quiet and amazing place for families and children,0.7096,Positive
727,Bartley Ridge,3.7,"Posted on February 19, 2022 by Olivier De Man",This is a great spacious condo. The interior needs a bit of a redesign but that's expect of most condos. The facilaties are great. The managemt office is bad (Savills)...,0.5346,Positive
728,Fourth Avenue Residences,0.0,"Posted on February 19, 2022 by James Low","Hope this turns out to be a good investment choice. Low supply of 1 bed units, and connected directly to MRT with decent amenities nearby especially the Cold Storage! Looking...",0.6114,Positive
729,Beacon Heights,2.2,"Posted on February 17, 2022 by J L","Nicely-shaped pool and clubhouse, but it's quite a long and unsheltered walk from the main road (and hence the nearest bus stop). There are no MRT stations coming up in the...",-0.4215,Negative
730,The Sunniflora,1.7,"Posted on February 17, 2022 by J L","Liveable space is quite small for penthouse units, unless the second floor is sheltered and converted into additional rooms. Limited facilities and quite a walk to the nearest...",-0.2263,Negative
