Name,Rating,Date,Content
The Crest,Rating: 1.7,"Posted on March 22, 2022 by Jimmy","Lived here, you shouldn't. Drain flies infestation due to septic tank, water seepage and drainage problems throughout the condo. Unknown water loss problems, planters don't..."
Buckley 18,Rating: 0,"Posted on March 22, 2022 by Linda Ong","I have seen this project a few time . It’s make me feel like I am on oversea .. love the Low rise condo, very well maintenance. Friendly neighbour."
Ark @ Gambas,Rating: 2.7,"Posted on March 22, 2022 by  ",Good for storage and e-commerce distribution
The Colonnade,Rating: 0.8,"Posted on March 21, 2022 by LGU OVG",dining room upstairs living room downstairs very expensive for only 2 bedroom and a study room without windows - Just a bus number 75 very near
The Sail @ Marina Bay,Rating: 5,"Posted on March 21, 2022 by Isabelle Loo","Great location, fabulous facilities, lots of places to hang out"
Helios Residences,Rating: 1.7,"Posted on March 21, 2022 by Anthony Lam","Good location if you frequently go shopping at luxury stores as it is within walking distance to paragon. However, as with city living the noise and jams at cairnhill & scotts..."
D'Fresco,Rating: 0,"Posted on March 21, 2022 by  ",Had friends who were tenant and owners. They are all glad to be out of here let’s just put it that way
134 Edgedale Plains,Rating: 3.8,"Posted on March 21, 2022 by Nipu Nallakkandy",Suitable block for children and family living with vast parks and play area nearby. Also proximity to LRT/Bus and super markets.
The Mezzo,Rating: 3.7,"Posted on March 20, 2022 by The Interweave",Do not expect much
Ventura View,Rating: 5,"Posted on March 20, 2022 by William Ong",Easy access to everywhere. Nice and quiet place with lot of nice food and places to chill nearby.
Residences @ Evelyn,Rating: 4.7,"Posted on March 19, 2022 by Keefe Lai",Very well maintained grounds especially the large pools. Peaceful though it is in a prime and busy location.  Good layout of homes. Professional mcst and security. Excellent...
Yong Siak View,Rating: 4,"Posted on March 19, 2022 by Stephanie Low",Located in a great spot. Rare freehold development in the neighborhood.
Parc Riviera,Rating: 0,"Posted on March 19, 2022 by Bilal Sadiq",One side is road and front there are 2 new building under construction. Not recommended with noise that you can't even hear your voice.
North Park Residences,Rating: 2,"Posted on March 16, 2022 by Stand O",Good location. Near KTPH and just next to Yishun MRT. Pools are cool. Problem is the hallway gets puddles of water even with light rain and the paint on the walls already are...
Seletar Springs Condominium,Rating: 2.8,"Posted on March 16, 2022 by  ",Just bought a unit here and moved in a week ago after a full extensive reno. No complains so far- quiet private housing estate that resembles a balinese resort so don't really...
Regent Heights,Rating: 4.5,"Posted on March 16, 2022 by Yana Dlailaz","I have lived here for 2 years now. Before I purchased my unit, I went to look at all the condo in Bukit batok and Regent heights is the only one that gives that warm feeling of..."
The Vue,Rating: 3.2,"Posted on March 16, 2022 by Ah ek",Low density area with quiet and peaceful environment . Good for small family or couple or single who. Facilities are basic but adequate. Connectivity around Singapore is quite...
The Vue,Rating: 3.2,"Posted on March 16, 2022 by Ah ek",Low density area with quiet and peaceful environment . Good for small family or couple or single who. Facilities are basic but adequate. Connectivity around Singapore is quite...
Casa Esperanza,Rating: 0.7,"Posted on March 15, 2022 by Serene Tan",Pros 1) Good for those kids that cannot wake up 2) MRT if u use it   Cons 1) Small & smelly gym 2) Inconsiderate residents that always dirty the lift 3) Only 1 carpark lot for...
Casa Esperanza,Rating: 1.2,"Posted on March 15, 2022 by Serene Tan",Pros 1) Stay next to school so that kids can wake up late 2)MRT if u use that.
Casa Esperanza,Rating: 1.2,"Posted on March 15, 2022 by Serene Tan",1) The gym is small and smelly
The Terrace,Rating: 4.8,"Posted on March 15, 2022 by  ","Incredible landscaping, large common spaces, spacious units, luxurious amenities, natural toned façade with lush foliage throughout the deck. Well connected, 3 LRT stops to..."
Viva Vista,Rating: 5,"Posted on March 14, 2022 by Peter Tan","This condo is in an excellent location and is near to NUS, NUH, Science Hub and Mapletree Business City etc. It is also conveniently located and you can easily walk to 2  MRT..."
Pinehurst Condo,Rating: 3.3,"Posted on March 14, 2022 by E Teo","Really huge rooms, high ceiling, feels spacious. Condo is so clean and well maintained. would recommend"
Thomson Grand,Rating: 1.8,"Posted on March 13, 2022 by Investor Ng","With ongoing MCST suit against developer , many units are selling ? Maintenance fee is already a lot per month and if defects are not rectified, it might be more in future . The..."
The Teneriffe,Rating: 1.3,"Posted on March 13, 2022 by Tiger","Very poor management and unfriendly security guards , lots of insects in the basements and very humid, moldy everywhere"
Buckley 18,Rating: 0,"Posted on March 13, 2022 by Linda Ong","Great apartment , love the greenery and serenity  . Low rise , I like it as it’s only 5 mins walk distance to malls , mrt , newton food court for my favourites food .  Well..."
The Luxurie,Rating: 5,"Posted on March 11, 2022 by george keh","Location, maintenance, Condo Manager ( Shout out to Ahmad), main comm , MCST ( Our chairman and the rest) always on the ball . Live there for nearly 4 years, my whole family is..."
The Inflora,Rating: 4.2,"Posted on March 11, 2022 by p.m. ng","Loved this place, extremely peaceful and quiet."
Suites De Laurel,Rating: 2,"Posted on March 11, 2022 by J L","It's right next to the Rail Corridor, so it's good for nature lovers. The entire development is small, though, and so are the units and facilities. Seems to have been built with..."
The Palette,Rating: 5,"Posted on March 10, 2022 by Gareth Chua",Strong committee with passion to serve and helps to bring the community together which is evident during the pandemic period.
Three 11,Rating: 5,"Posted on March  9, 2022 by  ",Home is where the heart is. Aurum land has created a beautiful sanctuary for home owners. I love the convenience of the location and the vibe at the condo. Everyone is friendly...
The Teneriffe,Rating: 1.2,"Posted on March  9, 2022 by Tiger","No management whatsoever, junk everywhere, kids running without attendance, like a salvation camp, security all standing there chatting not doing their job .... overall poor"
The Rainforest,Rating: 5,"Posted on March  8, 2022 by Jean1982 JEAN",Super cool with good amenties around. Cery accessible to transport and food
Bukit Regency,Rating: 2.5,"Posted on March  8, 2022 by J L","It has a petrol station and bus stop right next door. The grounds are very spacious, although the development itself is a bit old. It's situated on a hill, so there is less risk..."
Aspen Heights,Rating: 5,"Posted on March  8, 2022 by Gaming is fun",There are many facilities including a sauna. It has a big and spacious home
The Trevose,Rating: 4.7,"Posted on March  7, 2022 by Eva Bradley",Great for families. Units facing main road have advantage of being very close to MRT and bus stops. Less to walk. Very convenient sold my car after living here. Squarish layout...
The Trevose,Rating: 4.7,"Posted on March  7, 2022 by Eva Bradley",Great for families
The Luxurie,Rating: 5,"Posted on March  6, 2022 by  ","Every amenity at your door step, Compassone shopping mall, food courts, fast food, schools, pre-schools, banking, MRT, bus interchange, wet market, polyclinic the list goes on..."
Principal Garden,Rating: 5,"Posted on March  6, 2022 by Hoonsik Jung",Best condo with 5 star facility and landscaping
Ecoville,Rating: 5,"Posted on March  6, 2022 by Chow Ho","Great food nearby within 5 minutes walk to Whampoa market,  zhongshan Park ntuc finest, balestier market and novena Square.  Novena MRT just  5 minutes away.   Walk or drive..."
Pandan Valley,Rating: 0,"Posted on March  6, 2022 by J L","The units are big-sized and the undulating grounds (which you can hardly find in condos today) cover a wide area. Self-contained with a pet-friendly cafe, shops, tuition centres..."
Guilin View,Rating: 4.3,"Posted on March  6, 2022 by Ashoo Agarwal",Love this condo
City Loft,Rating: 0,"Posted on March  4, 2022 by  ",Super convenient as my unit is only 3 minutes walk to Farrer Park MRT station (3 stops to Dhoby). Tranquil and great chill place.
612B Punggol Drive,Rating: 4.2,"Posted on March  4, 2022 by Yvonne Yang Suet Wan",Excellent location with a lot of amenities.
The View @ Meyer,Rating: 3.5,"Posted on March  3, 2022 by Celeste Loh 羅婉之",Love the potential of this project. Small with 45 units that is a prestige in itself. Privacy and space are superb. Bigger apartments are in demand due to work from home...
Bellewoods,Rating: 4.7,"Posted on March  3, 2022 by deniel Singh","good for capital gain, design & build for bigger family"
Bellewoods,Rating: 4.7,"Posted on March  3, 2022 by deniel Singh",this condo development has high potential growth.
Eight Riversuites,Rating: 1.2,"Posted on March  3, 2022 by Mrs Ling","Stayed here with my fiance for a short while and moved to another condo after marriage, never looked back! The only good thing about this condo is its proximity to city center...."
Parc Riviera,Rating: 0.5,"Posted on March  2, 2022 by Daniel Lee","Very small units and made even worse with over sized balcony. The bedrooms are so small that after putting a bed there is barely space to walk. During my stay there, the kids..."
City Square Residences,Rating: 2.3,"Posted on March  2, 2022 by snowirre z","The management/security guard is just horrible, watch out if you are thinking of renting this place, will give you much headache during the moving process.(Eg charging you $500..."
Sun Plaza,Rating: 4.7,"Posted on March  2, 2022 by Victor Zeng","The condo has a mall comes with FairPrice Supermarket, RedHill Noodles, Ya Kun Coffee, Proofer, Stuffed, Pontian Noodles, Mr Bean, Watson, Guardian, Bengawan Solo, Ba Ku Tek,..."
The Lincoln Residences,Rating: 3.7,"Posted on March  1, 2022 by Nancy G","Good location and quiet place, accessible to everywhere."
Trilive,Rating: 5,"Posted on March  1, 2022 by quan quan","Nice condo with adult and baby pool, aqua gym, jacuzzi, club suite, playground, fitness corner, bbq pits, minimart, gym, putting green, pavillions"
AALTO,Rating: 4.8,"Posted on March  1, 2022 by Ida Ho",The best condo in the East Coast area.  The new MRT is just at the doorstep.  Seaview facing in all blocks.  Spacious and good layout with full facilities.  High-end and...
